date,avg_modal_price
2025-12-01,7750.0
2025-12-02,7750.0
2025-12-03,7750.0
2025-12-04,8000.0
2025-12-05,8000.0
2025-12-06,8000.0
2025-12-08,7750.0
2025-12-09,8000.0
2025-12-10,6100.0
2025-12-11,6666.666666666667
2025-12-12,7350.0
2025-12-15,5000.0
2025-12-16,5550.0
2025-12-17,5750.0
2025-12-18,5500.0
2025-12-19,5750.0
2025-12-20,5600.0
2025-12-22,5750.0
2025-12-23,5033.333333333333
2025-12-24,7100.0
2025-12-26,7500.0
2025-12-29,6933.333333333333
2025-12-30,6250.0
2025-12-31,6000.0
