date,avg_modal_price
2025-12-01,4784.0
2025-12-04,5181.0
2025-12-05,5985.0
2025-12-09,7550.0
2025-12-11,3833.0
2025-12-12,5081.0
2025-12-13,4100.0
2025-12-15,5091.5
2025-12-16,4295.0
2025-12-17,5481.333333333333
2025-12-18,5318.0
2025-12-20,6449.5
2025-12-22,2300.0
2025-12-24,4434.0
2025-12-26,5755.0
2025-12-29,5300.0
2025-12-30,3500.0
2025-12-31,9800.0
