date,avg_modal_price
2025-12-01,5464.0
2025-12-02,5117.0
2025-12-03,5404.0
2025-12-04,5494.0
2025-12-09,5281.0
2025-12-10,5656.0
2025-12-11,5345.0
2025-12-12,5722.0
2025-12-13,6600.0
2025-12-15,6011.0
2025-12-16,5269.0
2025-12-17,7725.0
2025-12-18,6527.5
2025-12-20,5576.0
2025-12-22,5980.0
2025-12-23,9500.0
2025-12-24,5120.0
2025-12-29,5911.0
2025-12-30,6051.0
2025-12-31,5960.0
